"id","Completed","003","0002","0004","0005","0001","0001","0001","0001","0001","0001","0002","0001","0002","0001","0002","0001","0002","0001","0002","0001","0001","0001","0002","0001","0002","0001","0002","0003","0004","0005","0006","0007","0008","0009","0010","0011","0012","0013","0014","0015","0007 [Répliques]","0007 [Musique]","0007 [Qualité de l'histoire]","0007 [Revoir un film plusieurs fois sans se lasser]","0007 [L'avoir vu enfant]","0007 [Porteur d'émotion]"
"364","Y","20","Homme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","No","","Yes","Le Roi Lion","No","","Yes","Terminator","Yes","Seigneur des anneaux","","1 fois","11-20 years old","","1 fois","0-10 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Neutre","Neutre","Plutôt d'accord"
"365","Y","20","Homme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le Seigneur des Anneaux","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","Plutôt pas d'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"366","Y","20","Homme","France ","Oui","Musique","Yes","Star wars ","Yes","terminator","Yes","le roi lion","Yes","titanic","Yes","star wars","Yes","titanic ou astérix et obélix mission cléopate lol","Yes","le roi lion","Yes","le seigneur des anneaux","No","","Yes","le seigneur des anneaux","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","Neutre","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt d'accord","D'accord"
"367","Y","22","Femme","France ","Non","Répliques","Yes","Star Wars","No","","Yes","Livre de la jungle","Yes","Titanic","Yes","Star wars","No","","Yes","le roi lion","No","","No","","Yes","seigneur des anneaux ","","0 fois","","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","","0 fois","","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord","D'accord"
"368","Y","35","Homme","France ","Non","Répliques","Yes","Le retour du jedi","Yes","Terminator 2","No","","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Braveheart","Yes","Terminator","No","","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","","Plus de 5 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Plutôt pas d'accord","Plutôt pas d'accord"
"369","Y","32","Femme","France ","Non","Répliques","Yes","Star Wars ","Yes","Christophe Collomb ","No","","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Roi lion","Yes","Seigneur des anneaux ","No","","Yes","Seigneur des anneaux ","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","D'accord","Neutre","D'accord"
"370","Y","24","Femme","Yougoslavie ","Oui","Musique","No","","No","","No","","Yes","Titanic","Yes","Star Wars","No","","No","","Yes","Lord of The Rings","Yes","Terminator","No","","","1 fois","11-20 years old","","1 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","0 fois","","","2-5 fois","0-10 years old","Pas d'accord","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord"
"371","Y","20","Homme","France ","Oui","Répliques","Yes","Star Wars","No","","No","","No","","Yes","Star Wars","No","","Yes","Le roi lion","No","","Yes","Terminator","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","0 fois","","","0 fois","","","0 fois","","Plutôt d'accord","Plutôt d'accord","D'accord","D'accord","Pas d'accord","Plutôt d'accord"
"372","Y","21","Femme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","No","","Yes","Le roi Lion","No","","No","","No","","","1 fois","11-20 years old","","1 fois","0-10 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","0 fois","","Plutôt d'accord","D'accord","D'accord","Neutre","Plutôt pas d'accord","Plutôt d'accord"
"373","Y","19","Homme","France ","Oui","Répliques","Yes","Star wars","No","","Yes","Le roi lion","No","","Yes","Star wars","No","","Yes","Le roi lion","Yes","Le seigneur des Anneaux","Yes","terminator","Yes","Le seigneur des anneaux","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","0 fois","","","2-5 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Neutre","Plutôt d'accord","Neutre"
"374","Y","24","Femme","Inde ","Non","Répliques","No","","No","","No","","Yes","Titanic","No","","Yes","Don","No","","No","","No","","No","","","0 fois","","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","D'accord","Plutôt d'accord","D'accord","Plutôt pas d'accord","Pas d'accord","Pas d'accord"
"375","Y","20","Homme","France ","Oui","Musique","Yes","Star Wars","No","","No","","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Roi lion","No","","No","","Yes","Seigneur des anneaux ","","0 fois","","","1 fois","0-10 years old","","2-5 fois","0-10 years old","","0 fois","","","0 fois","","Plutôt d'accord","Plutôt d'accord","D'accord","D'accord","Pas d'accord","D'accord"
"376","Y","23","Homme","France ","Oui","Musique","Yes","Star Wars épisode 5","Yes","Terminator","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des agneaux ","Yes","Terminator","Yes","Le seigneur des agneaux la communauté de l'agneau","","2-5 fois","11-20 years old","","1 fois","0-10 years old","","0 fois","","","2-5 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","Neutre"
"377","Y","37","Femme","France ","Non","Répliques","Yes","star wars","No","","No","","Yes","titanic","Yes","starwars ","Yes","titanic","Yes","le roi lion","Yes","le seigneur des anneaux la communauté de l'anneau","No","","Yes","seigneur des anneaux","","Plus de 5 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","More than 20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Neutre","D'accord"
"378","Y","23","Homme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des Anneaux ","No","","Yes","Le seigneur des Anneaux","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","D'accord","D'accord","Plutôt d'accord","D'accord","Plutôt pas d'accord","Plutôt d'accord"
"379","Y","27","Homme","Inde ","Non","Musique","No","","Yes","Terminator","No","","Yes","Titanic","No","","No","","No","","No","","Yes","Terminator","No","","","1 fois","More than 20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","Plutôt d'accord","Plutôt d'accord","D'accord","D'accord","Neutre","Plutôt d'accord"
"380","Y","22","Homme","France ","Oui","Musique","Yes","Star Wars : L'empire contre-attaque","Yes","Terminator","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Lord of the rings ","Yes","Terminator","Yes","Lord of the rings","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","D'accord"
"381","Y","36","Homme","France ","Non","Répliques","Yes","Stars Wars","Yes","Terminator","Yes","Le roi lion","Yes","Titanic","Yes","Stars Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Seigneur des anneaux","","Plus de 5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Neutre","Neutre"
"382","Y","22","Homme","France ","Oui","Répliques","Yes","Star Wars","Yes","Terminator","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur de Anneaux","Yes","Terminator","Yes","Seigneur des anneaux","","2-5 fois","0-10 years old","","1 fois","0-10 years old","","1 fois","11-20 years old","","1 fois","0-10 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","D'accord"
"383","Y","34","Femme","France ","Non","Musique","Yes","Star Wars L'empire contre attaque","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Jurassic Park","Yes","Terminator","Yes","Le Seigneur des Anneaux","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","More than 20 years old","","0 fois","","Plutôt d'accord","Plutôt d'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord"
"384","Y","47","Femme","Yougoslavie ","Non","Répliques","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","The Terminator","No","","","1 fois","11-20 years old","","2-5 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","11-20 years old","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord"
"385","Y","35","Femme","France ","Non","Musique","Yes","L'empire contre attaque","Yes","Terminator","No","","No","","Yes","Star Wars ","Yes","Titanic","No","","Yes","Jurassic Park","Yes","Terminator 2","Yes","Le Seigneur des anneaux","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","","1 fois","More than 20 years old","","Plus de 5 fois","11-20 years old","D'accord","Plutôt d'accord","Plutôt pas d'accord","Plutôt d'accord","Plutôt pas d'accord","D'accord"
